,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
0,-0.24812030075187969,0.0,-1.0,0.45454545454545453,-0.75,-0.760822985685852,0.0,0.0,0.0,0.012387884779720443
1,-0.3308270676691729,0.5,-1.0,0.36363636363636365,-1.0,-0.1040799021513234,0.0,-1.0,0.0,0.12609069799669093
2,-1.1278195488721805,0.0,-1.0,0.45454545454545453,0.75,0.4903260844799971,2.0,0.0,-1.0,0.14019971204300632
3,0.3533834586466165,0.0,-1.0,0.18181818181818182,-1.0,-0.760822985685852,1.0,-1.0,-1.0,-0.06402125489003634
4,1.4887218045112782,0.5,-1.0,0.5454545454545454,-0.75,0.22271677948351504,0.0,0.0,0.0,-0.2137721982720802
5,-0.05263157894736842,0.5,0.0,0.6363636363636364,0.75,0.13060082261894732,1.0,0.0,-1.0,0.504102550415646
6,1.2781954887218046,0.0,0.0,1.1818181818181819,0.5,-0.760822985685852,1.0,0.0,0.0,-0.9148733517684654
8,-1.1353383458646618,0.0,0.0,0.6363636363636364,-0.25,0.35233105178962076,1.0,-1.0,0.0,-0.25586185377882414
9,0.24060150375939848,0.0,0.0,-0.9090909090909091,-0.75,0.2939726767605065,0.0,0.0,0.0,-0.28851668576873996
10,-0.9323308270676691,0.0,0.0,-0.5454545454545454,0.25,0.038610089742617544,1.0,-1.0,-1.0,-0.20262894267694365
11,-1.1654135338345866,0.5,0.0,-1.1818181818181819,-0.5,-0.760822985685852,1.0,0.0,-1.0,-0.24113809266443564
12,-1.3233082706766917,0.0,-1.0,-0.2727272727272727,1.25,-0.760822985685852,1.0,0.0,-1.0,-0.7503362786831704
13,-0.7744360902255639,0.0,-1.0,-1.0909090909090908,0.0,-0.760822985685852,1.0,-1.0,-1.0,0.9215970716423865
14,-0.12781954887218044,0.5,-1.0,-0.18181818181818182,0.5,-0.760822985685852,1.0,0.0,0.0,-0.34716835052122086
15,-0.2706766917293233,1.0,0.0,0.7272727272727273,-0.5,0.3607812417443413,1.0,-1.0,0.0,-0.36366849906562654
16,0.007518796992481203,1.0,0.0,1.9090909090909092,-1.0,0.2782922511995556,0.0,0.0,-1.0,-0.9653079041495349
17,-0.7744360902255639,0.5,-1.0,-1.1818181818181819,1.0,-0.760822985685852,1.0,0.0,0.0,-0.870752044558395
18,-0.48872180451127817,0.5,0.0,0.7272727272727273,0.25,-0.760822985685852,0.0,-1.0,-1.0,0.5947919638073249
19,0.556390977443609,0.0,-1.0,-1.1818181818181819,0.25,-0.760822985685852,1.0,0.0,0.0,-0.4612157146395304
20,0.6015037593984962,0.0,0.0,0.36363636363636365,0.75,-0.760822985685852,1.0,0.0,0.0,0.7187303360232157
21,-0.12030075187969924,0.5,-1.0,-0.45454545454545453,0.75,-0.760822985685852,1.0,0.0,-1.0,0.3903230461814258
22,-1.0676691729323309,0.5,-1.0,0.09090909090909091,-0.25,-0.760822985685852,0.0,0.0,-1.0,0.19080521936716344
23,0.12781954887218044,0.0,0.0,0.8181818181818182,-0.5,-0.760822985685852,1.0,-1.0,0.0,-0.9308723168968314
24,1.4586466165413534,0.0,-1.0,0.09090909090909091,0.0,-0.760822985685852,0.0,0.0,0.0,0.888669402470573
25,-0.5639097744360902,0.0,0.0,-1.0909090909090908,-0.5,-0.760822985685852,1.0,-1.0,0.0,0.2476353962768338
26,0.7819548872180451,1.0,0.0,-0.09090909090909091,-0.75,0.311304679778342,0.0,0.0,0.0,0.7101549597871158
27,-0.6090225563909775,0.0,0.0,0.6363636363636364,1.0,-0.760822985685852,1.0,-1.0,-1.0,-0.6266923796580174
28,-0.5864661654135338,1.0,-1.0,0.5454545454545454,-0.5,0.3468327940232111,0.0,0.0,0.0,0.0005901653115506931
29,-1.8120300751879699,0.0,0.0,-0.7272727272727273,-1.25,-0.29301837280008025,1.0,0.0,0.0,-0.4738196547751318
30,-0.45864661654135336,0.5,-1.0,0.18181818181818182,-0.5,-0.760822985685852,2.0,0.0,-1.0,0.4097641682654754
31,-0.8947368421052632,0.0,0.0,-0.09090909090909091,0.5,-0.09229536883019382,0.0,-1.0,0.0,0.5749548926037531
32,-0.7443609022556391,1.0,0.0,0.36363636363636365,1.0,0.1020513205596376,1.0,-1.0,-1.0,-0.18518107599884273
33,-0.9924812030075187,0.5,-1.0,0.45454545454545453,0.25,-0.760822985685852,1.0,0.0,0.0,-0.6675549788887658
34,0.5263157894736842,0.5,-1.0,-0.7272727272727273,1.0,-0.760822985685852,1.0,0.0,0.0,0.42564774134669475
35,-1.330827067669173,0.0,-1.0,0.7272727272727273,-1.25,0.2913095903923738,0.0,0.0,-1.0,-0.7344697706230079
36,-1.218045112781955,0.5,0.0,-0.5454545454545454,-0.5,0.37747897507456885,0.0,-1.0,0.0,0.14157303992806078
37,1.1428571428571428,0.5,0.0,-0.36363636363636365,0.5,-0.1609656023300281,0.0,-1.0,0.0,-0.017023171124298228
38,1.4887218045112782,0.0,0.0,-0.09090909090909091,0.5,-0.760822985685852,0.0,0.0,0.0,-0.6025215041485394
39,-0.5263157894736842,1.0,0.0,0.36363636363636365,0.25,-0.2095437331163359,1.0,-1.0,0.0,0.7917429270376135
40,-1.3533834586466165,0.5,0.0,0.2727272727272727,-0.25,-0.760822985685852,0.0,0.0,-1.0,-0.30447969245987877
41,-1.406015037593985,0.0,-1.0,1.2727272727272727,0.75,0.1992980129723198,0.0,-1.0,-1.0,0.8244875535430904
42,-0.7218045112781954,0.0,-1.0,2.1818181818181817,-0.75,0.15930963654814914,0.0,0.0,0.0,-0.060697638884194445
43,1.368421052631579,0.0,-1.0,1.0909090909090908,-0.75,0.268823499668417,0.0,-1.0,-1.0,0.9572301561167548
44,0.06015037593984962,0.5,-1.0,2.1818181818181817,0.0,0.4610991347496508,0.0,0.0,0.0,0.5912731158343918
45,0.9323308270676691,1.0,-1.0,-0.45454545454545453,-0.25,0.09663322808732533,1.0,0.0,0.0,0.2680440441083053
46,1.330827067669173,1.0,-1.0,-0.9090909090909091,1.0,0.11719989680383601,0.0,0.0,0.0,0.19887738063709767
47,-0.11278195488721804,1.0,-1.0,0.18181818181818182,1.0,0.31936164446837034,0.0,0.0,0.0,0.17769430589766363
48,-0.7669172932330827,1.0,0.0,0.09090909090909091,-0.75,0.04938233052303572,0.0,-1.0,0.0,-0.09397138261994134
49,0.9323308270676691,1.0,-1.0,0.0,-0.75,0.052343196087228434,1.0,0.0,-1.0,0.9545216934890111
50,0.3458646616541353,1.0,0.0,0.6363636363636364,1.25,0.15103466614142597,1.0,0.0,-1.0,0.9947467922902772
51,-0.5037593984962406,1.0,0.0,-0.09090909090909091,0.0,0.3836754466927928,1.0,-1.0,-1.0,-0.13920953451168142
52,1.0225563909774436,0.0,-1.0,-0.36363636363636365,0.0,-0.760822985685852,1.0,-1.0,-1.0,0.17114651826463867
53,0.022556390977443608,1.0,0.0,0.36363636363636365,0.75,0.22311760595400107,0.0,-1.0,-1.0,0.649198196684373
54,-0.38345864661654133,1.0,0.0,0.45454545454545453,-1.0,0.011018496339265218,0.0,0.0,-1.0,-0.6106288112356504
55,-0.24812030075187969,0.0,0.0,0.5454545454545454,-1.0,0.22037451101766378,0.0,0.0,0.0,0.13490671134519422
56,0.03007518796992481,0.0,0.0,0.7272727272727273,0.0,0.24116012580622495,0.0,0.0,-1.0,-0.13227179083200527
57,0.5488721804511278,1.0,0.0,-1.6363636363636365,-1.25,-0.16614069130576628,0.0,-1.0,-1.0,-0.5537556670408188
59,-0.2857142857142857,0.0,0.0,1.2727272727272727,-0.25,-0.44199612914472153,0.0,0.0,0.0,-0.5419571349525989
60,0.6766917293233082,1.0,0.0,-0.18181818181818182,0.0,0.3116287889243693,0.0,-1.0,-1.0,-0.15866162696641029
61,0.2631578947368421,1.0,-1.0,-0.9090909090909091,1.0,0.43287099913324717,1.0,-1.0,-1.0,0.26781407263406243
62,-0.7293233082706767,0.5,0.0,-0.36363636363636365,-1.0,-0.3213268304364739,1.0,-1.0,-1.0,0.7990980526906394
63,0.24060150375939848,0.5,0.0,1.7272727272727273,0.75,-0.14405049018667673,0.0,0.0,0.0,-0.007425010977354143
64,-0.3684210526315789,1.0,0.0,-1.0,-0.25,0.0946368536665817,0.0,0.0,0.0,-0.07403639070030506
65,0.7443609022556391,1.0,-1.0,-0.09090909090909091,0.25,0.5700263728536805,1.0,0.0,0.0,-0.7351262660461668
66,-0.5338345864661654,1.0,-1.0,-0.2727272727272727,-1.0,0.03560346021776709,0.0,0.0,-1.0,0.10464697537611412
67,0.6240601503759399,1.0,0.0,0.5454545454545454,1.25,0.20445186558960193,1.0,0.0,0.0,0.9806693688484184
68,0.06766917293233082,1.0,-1.0,-0.18181818181818182,0.0,0.42030667613317185,1.0,-1.0,0.0,0.1374091747901796
